Time,FSC.A,FSC.H,SSC.A
157.4,224571.4,129969,209775.1
157.4,129388.0,78327,38559.7
157.5,145493.4,85160,32793.8
157.5,166243.0,99472,26211.9
157.6,79940.6,60566,18156.1
157.7,123198.7,81092,38634.9
157.8,153594.5,97974,31200.5
157.9,139981.1,83218,23570.5
158.0,62435.1,35782,17692.7
158.0,172266.9,108182,35142.8
158.0,72827.0,50027,258253.7
158.0,150274.8,94433,32787.2
158.1,147161.8,87019,42563.2
158.1,79138.8,55887,235100.6
158.4,144347.6,91125,262143.0
158.4,128732.0,76535,26170.5
158.4,51800.6,38676,15005.2
158.5,177648.1,97043,45788.3
158.5,183818.7,110061,231073.6
158.5,62083.3,39265,23440.8
158.6,128076.0,79029,254223.9
158.6,95868.2,64955,178015.3
158.7,87168.1,56103,221193.3
158.7,172206.0,109695,73149.9
158.7,85615.9,53524,16464.1
158.8,125944.3,77678,20243.8
158.8,64186.2,35966,215102.1
158.8,168011.2,99953,37139.4
159.0,61392.2,35977,11023.4
159.0,147641.5,92039,24566.9
159.1,150292.0,89134,20774.0
159.1,100208.2,66732,14792.8
159.1,164091.7,98019,33926.5
159.2,190618.0,104366,40346.7
159.3,163479.4,95568,22157.7
159.3,156079.5,90763,25271.9
159.4,172363.6,104588,20355.7
159.4,201917.8,122329,28413.4
159.5,97148.2,62567,26212.8
159.7,178230.0,113537,27739.4
159.8,159754.9,100217,37021.0
159.8,185590.1,110807,30248.3
160.0,124881.1,77001,224025.5
160.0,173076.5,104715,42942.0
160.1,151976.0,97312,40573.2
160.2,160379.7,92546,22962.3
160.3,136464.9,86154,27168.8
160.4,141798.5,88563,23932.4
160.4,169033.0,101231,101285.9
160.4,161346.1,95418,30447.5
160.5,79021.0,53209,17550.7
160.5,158886.0,93474,25109.3
160.6,151059.5,91526,19542.6
160.7,52117.3,34698,10629.5
160.7,148031.5,95077,33544.8
160.8,103828.9,54742,25052.9
160.8,156157.5,94429,34749.9
160.8,165899.0,103717,32463.8
160.9,58128.7,32306,16579.7
161.0,223971.5,136359,49980.7
161.1,197792.4,117041,25979.7
161.2,173962.6,90214,34583.5
161.2,107475.4,67770,221487.5
161.3,141888.2,79283,33100.2
161.3,157447.7,84670,39491.3
161.4,136629.5,83044,201160.9
161.4,158045.9,93659,29516.9
161.5,164750.8,90330,262143.0
161.6,95813.6,36398,23366.5
161.6,171481.4,102745,19868.8
161.6,223642.4,129248,262143.0
161.7,164787.5,104126,26211.0
161.9,134524.3,68166,262143.0
161.9,51294.4,31148,10553.4
161.9,137967.2,84676,18227.5
161.9,93355.9,63300,30473.9
162.0,122230.7,76161,27940.6
162.0,144126.8,92387,217073.3
162.0,154947.0,92584,36394.9
162.2,238843.0,132482,194356.3
162.2,138968.7,81620,262143.0
162.2,128909.8,79802,34579.8
162.3,178446.0,106743,55245.7
162.5,122743.1,79995,19955.3
162.5,147067.4,95590,19123.4
162.5,210920.6,115870,184819.0
162.6,151890.2,92741,27749.7
162.6,125863.1,82316,35758.5
162.6,78223.9,47122,261438.4
162.8,159141.0,90423,262143.0
162.8,132753.7,87156,262143.0
162.9,174291.0,94842,115765.7
163.1,163026.2,99117,30300.9
163.1,146284.3,92950,24530.2
163.2,211614.8,122808,262143.0
163.3,151547.8,94211,30405.2
163.3,213736.4,123403,262143.0
163.3,112068.1,72340,22330.6
163.4,224052.7,129664,200206.8
163.4,156248.8,98107,25717.5
163.5,147360.7,92167,30398.7
163.6,139030.3,75138,246346.7
163.7,187951.1,101129,39824.0
163.8,74412.8,42936,15140.6
163.8,185267.9,110495,36130.8
163.8,179293.9,104021,19561.4
163.9,167552.6,94370,23953.1
163.9,165810.8,99919,22182.1
164.0,153699.8,91042,33517.6
164.2,158576.3,91478,16515.8
164.2,184298.4,83703,113159.1
164.3,83456.1,44987,11905.1
164.4,175131.0,96774,21917.0
164.4,151069.6,93657,23597.8
164.4,150275.6,88414,238573.9
164.4,168455.0,98449,26586.0
164.5,179742.4,105235,18052.7
164.5,146594.8,83338,20461.9
164.5,157918.8,84248,30064.0
164.6,96313.6,50595,55328.4
164.7,57598.3,34282,14808.8
164.7,159697.2,90214,16387.0
164.7,184742.2,103905,35921.2
164.8,152429.9,95121,33093.6
164.8,138274.5,80166,236843.3
164.9,177388.4,104975,29893.9
164.9,133337.9,78095,262143.0
165.2,162811.0,95606,32488.3
165.3,160669.9,98045,247760.5
165.3,195293.3,116849,262143.0
165.4,171016.5,100506,35352.5
165.4,133202.9,83148,24193.7
165.5,145225.1,85438,25903.6
165.5,107570.6,67266,25158.2
165.5,160105.9,98032,262143.0
165.6,109818.5,62120,14288.0
165.7,157817.4,90300,24623.3
165.8,163075.4,97889,35981.3
165.8,123551.2,80272,262143.0
165.8,127211.8,83295,262143.0
165.9,126395.1,66807,30963.6
166.0,163181.5,94754,37191.1
166.1,57279.3,32171,6652.4
166.2,69574.4,46193,25373.4
166.3,112403.5,83030,85998.7
166.4,184339.0,120554,103741.2
166.5,210200.6,128362,262143.0
166.5,165897.4,91987,262143.0
166.6,83002.9,50164,22470.7
166.7,155033.6,92969,262143.0
166.8,238579.4,128621,177470.1
166.8,136301.1,80515,245552.4
166.8,136259.0,80547,28098.5
166.8,135070.3,73605,79646.2
166.8,170401.1,94725,52129.6
166.9,170591.5,97542,24396.8
166.9,95312.9,57370,262143.0
167.0,130060.3,82181,30441.0
167.1,126366.2,85190,19456.1
167.1,62403.9,41718,262143.0
167.1,176773.0,109022,42455.1
167.2,139905.5,90146,24338.5
167.4,143584.7,93645,27016.5
167.4,82921.0,60539,22283.6
167.4,155542.9,103785,33316.4
167.5,238599.7,135226,217290.4
167.5,145604.9,97325,262143.0
167.6,150894.1,101305,262143.0
167.6,177357.2,105473,32594.5
167.7,153702.1,94117,24095.0
167.8,146586.2,88553,30896.9
167.8,145059.7,93727,27228.0
167.8,156626.3,99507,19161.9
167.9,127550.3,85767,23537.6
167.9,149926.1,91699,20142.3
168.0,212791.0,136011,69376.7
168.0,128539.3,79077,25202.3
168.0,135366.7,92619,24148.6
168.1,122272.0,78618,37204.3
168.2,166332.7,111748,36089.4
168.3,160510.0,102564,28673.8
168.3,85082.4,55087,15271.2
168.4,94050.1,59244,262143.0
168.5,70824.8,39319,18744.5
168.5,145655.6,81359,26409.3
168.5,67117.4,37856,13613.1
168.6,133784.0,90022,18900.6
168.8,172796.5,95149,34881.5
168.8,156555.4,95554,254452.4
168.9,119157.5,76974,245857.9
168.9,157047.5,96243,21533.5
169.0,119081.0,74367,26763.7
169.0,128966.0,79613,18225.7
169.1,154548.4,77300,262143.0
169.2,98790.9,63134,31255.9
169.2,52823.9,35387,13026.5
169.3,106638.5,62757,27299.5
169.3,179146.5,96426,42238.9
169.3,216432.8,125183,50547.6
169.4,104170.6,53661,27984.7
169.5,126374.0,77530,262143.0
169.5,173504.0,109073,218915.7
169.5,97468.0,55315,19772.9
169.6,133095.3,82865,22745.2
169.6,129571.3,88683,30562.2
169.7,146293.7,86346,38495.8
169.7,186889.5,112866,262143.0
169.9,241292.2,136135,104026.0
169.9,159371.2,63223,223059.2
169.9,62846.2,33875,16049.6
169.9,159906.2,85552,31643.2
169.9,146459.8,91400,23213.3
170.0,184768.0,108212,30535.9
170.1,172334.8,97382,32177.1
170.1,167161.8,88756,35616.6
170.1,214634.2,126311,43418.6
170.1,82384.4,46613,25879.1
170.2,64758.7,34923,262143.0
170.2,176225.4,97565,32305.9
170.2,151745.9,92717,262143.0
170.3,160202.6,97241,22345.7
170.4,156070.2,93044,218013.3
170.7,111966.7,72257,16368.2
170.8,110894.2,64786,10135.1
170.8,177922.7,105732,22488.6
170.9,116347.1,69529,260790.8
170.9,138629.4,80371,218723.0
171.0,147827.2,90292,20903.7
171.0,166250.0,90791,38850.2
171.0,139467.1,82752,241096.8
171.0,84541.9,58418,197133.0
171.0,124632.3,79369,34836.4
171.1,148714.8,96340,19503.1
171.1,138861.8,91410,33215.8
171.1,153984.5,99726,262143.0
171.2,161502.9,96504,21653.8
171.3,98095.1,57588,30453.2
171.4,114380.8,74500,20109.4
171.4,146920.0,90146,28423.7
171.5,163211.1,99295,262143.0
171.5,135980.5,86334,29082.7
171.6,166151.7,103621,24497.3
171.7,167041.7,93343,262143.0
171.7,128168.8,76146,262143.0
171.7,129969.1,70043,182537.7
171.8,124392.1,74128,23475.6
171.8,152235.7,89475,180985.7
172.0,171277.9,104792,31539.8
172.1,182004.4,108787,38851.1
172.2,138116.9,85741,28311.9
172.3,139123.9,92718,30664.7
172.3,57185.7,41096,11265.0
172.4,130933.9,86283,21196.1
172.4,127510.5,84141,31845.3
172.4,119258.9,75621,248461.7
172.4,55494.7,36996,14650.8
172.7,236917.2,134534,262143.0
172.8,185544.0,101923,33481.9
172.9,125391.2,80709,20800.3
172.9,158771.3,98304,25768.2
173.0,145706.3,79824,46505.6
173.0,151752.9,90877,237740.1
173.1,155681.8,94658,27251.5
173.1,113156.2,73027,244894.4
173.1,157030.4,96856,217007.5
173.2,151800.5,87417,27068.2
173.3,89293.6,47027,32125.4
173.3,152226.4,94139,40994.3
173.4,156298.0,85844,52568.6
173.5,212564.0,106594,262143.0
173.6,212322.2,130051,262143.0
173.6,190014.2,118681,89127.0
173.7,210044.6,111779,32659.4
173.9,160735.4,97948,26125.4
174.0,167423.9,101785,28198.1
174.2,65602.7,33977,9141.5
174.3,136103.0,82678,31959.1
174.4,163695.5,92049,34457.6
174.4,133656.9,78473,30435.3
174.4,152439.3,91762,38755.3
174.4,141767.3,88591,262143.0
174.5,148708.5,93986,18550.0
174.9,127916.1,78217,20931.9
174.9,161695.5,93475,21560.8
175.0,172656.9,101673,27136.9
175.0,173396.3,98707,234591.1
175.0,222423.2,130605,46144.6
175.1,132533.7,73867,34536.5
175.1,169160.2,101622,28427.5
175.2,136461.0,80150,25730.6
175.2,138331.4,86305,28821.3
175.3,66368.6,41608,23000.9
175.3,96317.5,55477,250748.8
175.5,165093.2,101619,30388.3
175.5,132226.4,83090,28841.1
175.7,128506.6,82176,33261.9
175.8,70720.3,45990,262143.0
175.8,145642.4,84378,24429.7
175.8,132906.5,76368,34199.1
175.8,161911.6,97390,25227.7
175.9,170888.6,97073,28874.9
175.9,134124.1,67796,262143.0
175.9,51686.7,33549,19056.6
175.9,178040.5,106718,15013.7
175.9,144525.4,81497,25468.4
176.0,155136.5,93843,25494.7
176.0,65214.2,39186,153467.2
176.2,50501.1,33383,12219.1
176.3,180715.9,104344,29578.0
176.5,149891.8,94807,18851.7
176.5,187334.9,106927,30014.2
176.6,151378.5,81698,26211.9
176.7,167097.8,98279,25163.8
176.7,150458.1,86653,28077.8
176.7,145453.6,88360,30384.6
177.0,135468.1,90802,243777.7
177.0,171674.9,100759,38426.3
177.0,176361.9,106435,207055.7
177.1,214685.6,123527,157952.9
177.2,176120.1,90229,262143.0
177.2,207002.6,117606,200231.3
177.2,67885.0,38201,23261.2
177.2,130671.8,80655,255350.1
177.3,136448.5,83606,17532.9
177.3,127583.8,72815,262143.0
177.3,166958.2,99567,31671.4
177.5,157071.7,90476,36316.9
177.6,176053.8,106338,39176.4
177.6,110515.1,78684,35621.3
177.6,157230.0,91517,27268.5
177.6,169711.6,100600,37246.6
177.7,121681.6,81913,22975.5
177.7,120125.5,73986,28837.3
177.8,191819.2,104776,23579.9
177.9,179991.2,103317,25755.1
178.1,207324.8,126717,36493.6
178.1,62147.3,35908,26086.9
178.2,146795.2,85793,22999.9
178.2,210873.8,115589,31643.2
178.3,113605.4,69968,22987.7
178.3,171118.0,97092,262143.0
178.3,91208.5,53728,16842.0
178.3,136544.5,83450,35677.7
178.5,136003.9,84059,23804.6
178.5,127522.2,76914,262143.0
178.5,95871.4,62000,14427.1
178.5,143218.1,101014,262143.0
178.7,199653.5,104152,262143.0
178.8,235546.0,119004,262143.0
178.8,158767.4,96006,27931.2
178.8,139910.9,90060,22373.9
178.9,199150.4,124307,262143.0
179.0,160059.9,89158,38102.0
179.1,152103.9,87477,33297.6
179.3,154218.5,77887,41079.9
179.3,205018.3,110536,148699.5
179.4,211077.4,127435,101762.5
179.4,80545.1,43354,61124.4
179.5,177902.4,107004,24190.0
179.5,157628.6,94819,26063.4
179.6,184106.5,109003,29133.4
179.7,146066.7,89810,34081.6
179.7,181021.6,108497,18497.3
179.7,205746.8,122625,262143.0
179.9,77674.0,42528,12664.6
179.9,192479.0,112735,262143.0
179.9,155995.3,93116,30227.6
179.9,142212.7,63015,74422.6
179.9,191511.0,107222,34162.4
180.0,147510.5,84913,24053.7
180.0,146470.0,96990,262143.0
180.1,73346.5,49348,17986.0
180.1,164180.6,74828,262143.0
180.2,142871.8,84145,27326.7
180.2,208153.1,125363,241427.7
180.2,170083.7,99164,181556.3
180.2,138066.2,86948,190618.8
180.3,125933.3,75333,262143.0
180.3,166243.7,92058,35254.7
180.3,75240.4,41571,32977.1
180.4,161095.0,86503,31704.3
180.4,136290.2,78645,200589.4
180.4,200523.2,113369,26335.0
180.5,152502.5,77305,262143.0
180.5,192816.0,108136,20856.7
180.6,153720.8,92069,33726.3
180.7,64754.8,33925,15513.8
180.7,134369.8,69176,262143.0
180.7,141726.8,84665,26730.8
180.9,117152.9,78177,230302.8
181.1,43352.4,30824,15745.0
181.2,148202.3,89920,35162.6
181.2,184166.6,109631,93726.5
181.2,170406.6,100025,19808.6
181.3,123959.9,77479,30107.3
181.3,116784.7,71903,18734.2
181.3,155177.1,93601,29758.5
181.4,150151.5,84158,27179.2
181.4,110980.0,70918,216676.6
181.7,156065.5,82592,20686.6
181.8,108965.2,67947,28647.4
181.8,109512.0,68618,19364.0
181.9,156605.3,91275,19925.2
181.9,208345.8,105043,262143.0
182.0,168283.4,89203,34307.2
182.1,130448.8,77697,30630.8
182.1,124694.7,70766,242262.4
182.1,156132.6,90181,18637.4
182.4,139832.2,83035,19184.5
182.4,54341.8,36927,12849.8
182.4,215702.0,111255,202265.4
182.5,134190.4,78566,244653.8
182.6,241310.9,142663,80415.1
182.7,56252.8,31792,11938.9
182.8,162947.5,97869,26154.6
182.9,127236.7,54578,262143.0
183.0,133894.0,83100,48050.0
183.1,177926.6,108863,39004.4
183.1,150358.3,94574,25326.4
183.2,54720.9,32951,26031.4
183.2,147383.3,92724,29714.3
183.3,109369.3,55261,20217.5
183.3,64856.2,37291,15126.5
183.4,137087.3,84873,18632.7
183.4,187026.8,113662,262143.0
183.5,49822.5,39746,127896.4
183.6,115580.4,63120,28278.0
183.9,186632.9,114354,181837.4
183.9,141887.5,87558,26337.9
184.2,113843.3,72295,19227.7
184.3,221526.2,133030,202920.6
184.3,196560.8,113020,43080.2
184.3,167946.5,96178,28378.6
184.4,97341.7,56428,29400.4
184.4,148973.0,84871,262143.0
184.4,149150.0,88956,16089.0
184.4,171719.3,108949,25234.3
184.4,122201.8,60064,262143.0
184.5,64190.1,37420,20349.1
184.5,136454.0,79388,22892.8
184.5,229295.8,122507,262143.0
184.6,172359.7,104268,22272.4
184.6,171184.3,97280,75449.1
184.8,190487.7,112571,49303.9
184.8,153537.5,91117,223206.8
184.9,149990.1,95459,25187.3
184.9,217648.1,115211,230175.0
185.2,138965.6,85871,21563.6
185.2,100274.5,57160,26464.8
185.3,91526.8,53667,13441.1
185.3,112975.2,66687,32542.8
185.3,191560.2,113845,262143.0
185.3,237555.2,132543,180839.1
185.3,99592.7,50573,21473.4
185.4,170792.7,102773,262143.0
185.4,158721.4,91730,262143.0
185.5,129381.7,81003,262143.0
185.5,56145.2,38164,51436.8
185.5,198907.8,114808,33283.5
185.6,145332.7,88358,25781.4
185.6,167881.0,104327,241223.7
185.6,140893.0,89647,29490.6
185.8,151206.9,92562,28653.1
185.8,164399.0,99894,29147.5
186.1,156901.7,91287,262143.0
186.1,225976.1,123096,236284.0
186.2,214691.9,122011,262143.0
186.2,134114.8,81938,262143.0
186.3,187482.4,99067,88459.6
186.4,157655.9,95611,15405.7
186.4,150663.2,91548,36174.0
186.6,199831.3,112189,43467.5
186.6,69962.9,30148,17014.9
186.6,64253.3,40868,12555.6
186.6,124359.3,82045,23246.2
186.8,149228.0,85125,43952.5
186.8,193929.8,115471,30070.6
186.9,166578.4,104867,262143.0
187.0,142725.2,87620,36421.2
187.0,172611.7,93335,32417.8
187.1,141731.5,86970,35650.4
187.1,111210.8,73001,25364.0
187.2,138808.0,82933,19326.4
187.2,104807.0,68513,228932.3
187.2,75174.1,39163,170109.0
187.2,174410.3,106776,27342.7
187.3,237820.4,138934,262143.0
187.3,162400.7,98279,262143.0
187.3,161268.9,92602,25702.4
187.4,222442.7,124597,190278.6
187.4,169366.9,107475,37668.6
187.4,196198.9,108646,67142.3
187.6,93451.0,61161,19638.5
187.6,111487.0,70521,195852.8
187.7,218045.9,121786,56259.0
187.7,176375.9,104594,19623.4
187.7,178070.9,106161,21215.8
187.8,167661.8,94146,202759.9
187.8,113005.6,58598,248838.7
187.9,166572.9,98566,35846.0
187.9,106300.7,61188,29514.1
188.0,167479.3,106897,23120.2
188.0,138660.6,89462,34258.3
188.1,120109.9,79798,23198.3
188.1,148511.2,97775,17494.3
188.2,211301.2,131503,35119.3
188.3,159629.3,100255,36218.2
188.3,158953.9,101583,20251.4
188.4,146104.1,91503,25071.7
188.5,80666.8,55250,26431.9
188.5,151058.7,80578,47533.0
188.6,172682.6,103649,40573.2
188.6,209978.3,127041,99812.0
188.7,97451.6,60941,105751.9
188.7,99753.4,47660,258598.7
188.7,177907.1,95470,35656.1
188.7,139912.5,86765,30503.0
188.8,151607.8,100631,49573.7
188.9,103450.6,71306,23797.0
188.9,130645.3,86245,213811.5
189.0,95863.6,64955,256537.3
189.0,139960.9,93348,22389.9
189.0,154499.3,94213,20314.3
189.1,180126.2,110908,32196.9
189.2,150179.6,94964,18234.1
189.2,141281.4,89969,19513.5
189.2,160247.9,87805,33793.9
189.2,122206.5,80035,24854.5
189.2,111415.2,71642,28123.9
189.3,54887.0,32763,19386.6
189.4,130337.2,84987,24316.9
189.5,148384.9,95388,20148.0
189.5,158738.6,97872,30119.5
189.9,153864.4,89987,29714.3
189.9,159917.2,95898,26492.0
190.1,152908.9,88787,21233.7
190.2,221655.7,111890,246777.3
190.3,132072.7,82398,262143.0
190.3,147768.7,87886,36551.9
190.4,150587.6,94799,28522.4
190.5,170033.0,98198,27094.6
190.5,100688.6,62397,5306.3
190.5,145790.6,93755,22467.9
190.5,103869.5,71405,20961.1
190.6,180612.9,108404,262143.0
190.6,90396.5,49073,224558.5
190.8,177124.0,113571,262143.0
190.9,93681.9,68309,42139.3
190.9,168334.9,105054,23170.1
191.0,158897.7,99328,25847.2
191.0,220069.2,130432,41783.0
191.0,166682.1,95155,245672.8
191.1,116180.2,69700,19426.0
191.1,194213.8,105350,22331.6
191.2,143655.7,93491,26398.0
191.3,168987.8,99423,31284.1
191.4,114100.0,74855,262143.0
191.5,163275.8,99304,24663.7
191.5,190223.3,124006,34862.7
191.6,185423.2,112981,29564.9
191.7,178348.5,105168,30017.0
192.0,177889.9,89402,41299.8
192.0,101947.6,61246,32504.3
192.1,136136.5,84765,25917.7
192.2,141924.9,91547,36735.2
192.2,239024.8,139121,95067.8
192.3,158236.3,95154,30464.5
192.3,159265.1,86290,35662.7
192.3,163463.0,105354,31836.9
192.5,202716.5,116779,251695.3
192.5,163501.3,98410,21367.1
192.5,152286.4,92349,18585.7
192.5,182120.6,107703,23971.9
192.8,179822.0,91937,37080.2
192.8,99882.9,57206,262143.0
192.8,161056.7,99381,22421.8
192.9,136308.9,72026,39789.3
192.9,89427.0,58557,26311.5
192.9,78514.0,46091,214007.0
193.0,176145.0,108028,205875.0
193.1,134487.6,82763,260627.2
193.1,170486.2,101997,24829.2
193.1,125970.0,64676,201078.2
193.2,118819.7,64628,262143.0
193.3,143641.7,85717,31099.0
193.4,159291.6,87544,22597.6
193.4,207160.2,106767,31121.5
193.6,177638.0,107028,29994.5
193.6,142523.2,78629,28498.0
193.7,163644.8,94434,77208.8
193.8,111892.6,64017,254853.7
193.8,137624.8,82719,174045.7
193.8,73623.4,43098,11502.8
193.9,72937.0,45638,227583.4
194.0,189004.9,112396,262143.0
194.0,162527.8,96598,24976.7
194.0,183158.0,100554,33261.9
194.1,86263.3,47486,225325.5
194.2,239382.8,130977,89115.8
194.2,89975.3,57683,30859.3
194.2,76606.9,37093,19129.0
194.2,177324.4,103483,23580.8
194.3,148927.7,92132,17336.4
194.3,125163.5,73998,8557.8
194.4,164480.2,99688,25447.7
194.4,154848.7,100612,182787.7
194.5,66869.4,30385,53249.1
194.6,129150.8,69426,25106.5
194.6,179159.0,109197,55796.5
194.8,162209.6,107402,262143.0
194.8,173760.6,101675,20985.5
195.0,45895.2,30232,15615.3
195.1,150011.2,89761,23945.6
195.1,173827.7,98843,30817.9
195.2,86057.4,43169,246174.7
195.3,158621.6,94273,27312.6
195.3,58500.0,32101,15882.2
195.3,91086.1,56980,32704.5
195.4,91557.2,53201,262143.0
195.4,58288.6,31739,9696.1
195.4,165094.8,93967,27438.6
195.5,159385.2,80496,35592.2
195.5,201931.1,105697,35768.9
195.5,189903.5,114062,25496.6
195.6,164622.1,104024,229186.1
195.7,185772.6,98770,26798.5
195.8,153718.5,88798,28364.5
195.8,175529.6,101641,31412.9
195.9,181377.3,107426,28560.0
196.1,216703.5,121850,262143.0
196.1,139739.3,82547,262143.0
196.2,212475.1,132833,48398.7
196.3,239176.1,134088,76389.1
196.3,176500.0,88511,24166.5
196.3,139982.7,80152,36761.5
196.3,204249.2,117092,262143.0
196.4,151844.9,94657,25346.2
196.4,169905.0,93945,41012.2
196.5,174027.4,98479,28054.3
196.7,111749.0,59700,21553.3
196.7,206249.9,107356,32506.1
196.8,184285.9,96668,173009.8
196.8,178162.1,104581,26490.1
196.8,131186.6,66465,137539.9
196.9,133935.4,77160,36361.1
197.0,168142.3,98110,36540.6
197.0,153397.1,83947,25448.6
197.1,213316.0,107526,106096.9
197.1,156397.0,87590,41529.2
197.2,167560.4,92276,262143.0
197.2,165277.3,91338,259551.9
197.3,165439.5,89248,24498.3
197.3,141721.3,83132,262143.0
197.4,183796.1,94364,85925.4
197.4,138526.4,78867,21776.0
197.4,214514.0,118267,97673.5
197.5,132883.9,81943,254928.0
197.6,183597.2,103936,25299.2
197.6,173917.4,105578,83352.6
197.6,123826.6,68437,18784.0
197.7,106343.6,60308,252159.7
197.7,128673.5,79668,20505.2
198.0,170941.7,97857,23545.1
198.2,159206.6,92854,23671.1
198.2,119206.6,67978,15212.0
198.4,162964.6,87181,28300.6
198.6,81697.2,55845,204478.2
198.7,150112.5,92377,23910.8
198.7,201754.0,112167,262143.0
198.8,80528.8,43213,10648.3
198.8,162708.8,92402,41743.5
198.8,174444.7,99102,24780.3
198.9,145052.7,79902,213501.3
198.9,148499.5,80894,19364.9
198.9,156614.6,90892,25206.1
199.0,53452.6,32520,22146.4
199.1,183713.4,106920,23993.5
199.1,227840.3,137054,45172.6
199.1,180190.1,110275,19565.2
199.3,80175.4,49725,13012.4
199.3,126602.6,85182,30845.2
199.3,153363.6,97800,26596.4
199.4,63688.6,42313,236411.9
199.4,158882.9,105438,262143.0
199.4,129728.8,84682,21828.7
199.5,180520.9,108338,35067.6
199.5,208133.6,108717,213258.7
199.5,192903.4,115801,33830.6
199.5,162878.0,97925,28525.2
199.7,127064.3,79120,26520.2
199.7,111479.9,69382,22887.1
199.8,93262.3,60681,262143.0
199.8,144770.3,86742,22539.3
199.9,181213.5,106122,20451.6
200.0,162304.0,102347,19740.9
200.1,118855.6,67306,262143.0
200.2,131163.2,78985,26276.8
200.2,152714.6,95409,26787.2
200.3,117388.4,77949,262143.0
200.3,188850.5,114292,262143.0
200.3,155723.1,91905,20862.4
200.4,171353.5,101683,30459.8
200.4,64713.5,38520,11431.3
200.4,189678.8,95520,25658.2
200.5,172336.3,95767,33802.4
200.7,178321.3,95660,30074.4
200.8,62425.0,39885,15648.2
200.8,168809.9,103557,28633.3
200.9,177606.0,98431,26800.3
200.9,160460.0,99226,28242.3
200.9,173269.2,102424,262143.0
201.0,149309.2,101054,28663.4
201.0,217638.7,138110,44097.3
201.3,155566.3,99273,262143.0
201.4,166500.4,86048,32777.8
201.4,160123.9,92988,26437.5
201.4,174249.7,104242,32485.5
201.4,147452.8,81080,42910.1
201.5,122903.0,78116,30798.2
201.5,131613.3,74685,245675.6
201.6,129572.8,80894,21187.6
201.6,139758.1,82597,26922.5
201.6,161979.5,94847,29483.1
201.7,148583.8,92018,26068.1
201.8,229492.4,135207,201449.5
201.8,201981.0,96122,28232.0
202.0,141123.1,90214,28735.8
202.0,85992.7,47004,198786.5
202.0,67046.5,40465,205144.7
202.1,139691.8,81030,23296.0
202.1,170724.0,96014,19503.1
202.2,71505.7,36143,8261.7
202.2,63908.5,37605,208325.6
202.2,138813.5,84625,17727.5
202.3,160229.9,93940,26910.3
202.3,121189.4,77906,12361.9
202.3,154906.4,90456,189332.9
202.3,123755.6,77334,46057.2
202.4,123293.0,77091,22935.1
202.5,117023.4,71691,262143.0
202.6,105891.2,69918,233023.2
202.7,155308.1,96871,252060.1
202.7,189475.3,84546,262143.0
202.8,163751.6,98286,28968.9
202.8,92765.4,48682,195555.7
202.9,138569.3,82736,26085.9
203.0,139155.1,83685,32086.0
203.0,160151.9,96115,28043.0
203.1,149799.8,84686,27429.2
203.1,167697.7,98134,25534.2
203.3,76546.9,36805,234773.5
203.5,157342.4,95138,23465.2
203.5,218287.7,128863,38609.6
203.6,52239.7,33126,15070.1
203.6,108264.8,62010,239732.0
203.7,148011.2,88495,23133.4
203.7,112784.9,72642,23911.7
203.8,181265.0,100866,35059.2
203.9,103151.9,65502,33541.1
203.9,173869.8,100740,27459.3
203.9,104948.2,62447,180492.2
203.9,95726.3,54628,237042.6
204.0,133400.3,82593,24056.5
204.0,114264.5,70060,207943.0
204.0,149756.9,85423,17781.0
204.1,126622.9,81379,29491.6
204.1,204973.9,120504,30879.9
204.3,124261.0,76971,24559.4
204.5,152217.0,77479,44606.8
204.5,157361.9,91517,21604.0
204.5,204274.2,110012,262143.0
204.5,229570.4,112381,106053.6
204.6,145783.5,89875,22322.2
204.7,134780.9,80866,262143.0
205.0,105205.6,66843,232476.1
205.0,239199.5,130435,262143.0
205.0,230300.5,130718,81346.7
205.1,116748.8,67233,262143.0
205.1,197282.3,116998,262143.0
205.1,237070.1,137114,97642.5
205.1,188923.0,111598,38304.1
205.2,175430.6,101973,23965.3
205.3,108335.0,63223,25514.4
205.3,143237.6,83154,10356.0
205.4,154064.0,88439,38268.3
205.5,92329.4,59836,20967.6
205.7,116370.5,76609,262143.0
205.8,207609.5,110689,35623.2
205.9,127275.7,78537,213118.7
206.0,127893.5,73835,10892.7
206.0,193864.3,107299,262143.0
206.0,196958.6,105944,41681.5
206.0,141115.3,83176,262143.0
206.0,169056.4,100621,28320.3
206.1,134215.4,75854,27207.4
206.2,135533.6,86898,220780.6
206.2,62353.2,39372,27198.0
206.2,188831.0,97252,25780.4
206.3,163194.7,95871,262143.0
206.3,193376.0,103524,24691.9
206.4,52426.1,37638,171260.5
206.4,88962.1,43658,208628.3
206.5,125760.2,81242,208509.9
206.5,156099.0,88819,24256.7
206.5,150716.3,88984,17750.0
206.6,130937.8,84261,252388.1
206.6,131929.2,67204,262143.0
206.6,159223.0,97794,26979.9
206.6,134444.7,87305,27430.1
206.7,145801.5,90728,15204.5
206.7,136808.1,85220,239759.2
206.8,179667.5,86156,31763.5
207.0,181119.9,101039,80280.7
207.1,174272.3,103103,17692.7
207.1,141206.5,82431,31738.2
207.3,151983.0,93584,17922.0
207.4,193631.1,102483,244075.7
207.4,48183.7,30142,14705.4
207.4,184810.9,102295,18922.2
207.5,184296.0,108289,45600.3
207.5,60411.0,34095,12701.3
207.6,78615.4,44312,21309.8
